,zone,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount,response,coverage,effective to date,employmentstatus,location code,marital status,months since last claim,months since policy inception,number of policies,policy,renew offer type,sales channel,vehicle size,vehicle type
776,north west,m,high school or below,5333.04,55674.0,66.0,0,personal auto,four-door car,81.71,no,basic,2/10/11,employed,rural,married,10.0,95.0,3.0,personal l3,offer1,branch,medsize,a
777,central,f,high school or below,3716.48,17162.0,96.0,0,corporate auto,four-door car,460.8,no,extended,2/8/11,medical leave,suburban,married,15.0,29.0,1.0,corporate l2,offer2,web,small,
778,east,m,college,4165.35,17161.0,113.0,1,corporate auto,four-door car,542.4,no,premium,1/3/11,medical leave,suburban,married,1.0,22.0,1.0,corporate l1,offer1,call center,small,a
779,central,f,high school or below,6503.4,22081.0,84.0,0,personal auto,two-door car,451.67,yes,extended,2/19/11,disabled,suburban,married,1.0,9.0,6.0,personal l1,offer1,agent,small,
780,central,f,high school or below,21740.03,30095.0,136.0,0,personal auto,suv,652.8,no,extended,1/3/11,employed,suburban,married,0.0,94.0,2.0,personal l3,offer1,web,medsize,a
781,west region,m,college,6052.0,32330.0,79.0,1,corporate auto,four-door car,379.2,no,extended,2/5/11,employed,suburban,divorced,16.0,27.0,9.0,corporate l3,offer1,branch,medsize,a
782,west region,f,doctor,5207.2,21576.0,65.0,0,personal auto,four-door car,312.0,no,basic,1/6/11,employed,suburban,married,27.0,16.0,3.0,personal l3,offer4,web,medsize,
783,central,m,college,13559.39,98036.0,113.0,0,personal auto,suv,662.44,no,basic,1/3/11,employed,suburban,married,18.0,92.0,2.0,personal l2,offer2,agent,medsize,
784,north west,f,college,8453.68,59888.0,106.0,0,personal auto,four-door car,712.68,no,premium,1/3/11,employed,suburban,married,6.0,14.0,3.0,personal l3,offer1,branch,medsize,a
785,east,m,high school or below,2227.07,27972.0,61.0,0,personal auto,four-door car,292.8,yes,basic,1/5/11,retired,suburban,married,7.0,38.0,1.0,personal l2,offer3,web,medsize,a
786,central,m,high school or below,41855.17,28311.0,134.0,0,personal auto,suv,643.2,no,extended,2/15/11,employed,suburban,married,7.0,70.0,2.0,personal l3,offer4,branch,medsize,a
787,central,f,college,2652.07,49625.0,66.0,0,corporate auto,two-door car,261.55,no,basic,1/8/11,employed,urban,married,29.0,9.0,1.0,corporate l1,offer3,agent,medsize,
788,central,f,bachelor,4794.96,82763.0,61.0,0,personal auto,four-door car,245.16,no,basic,1/21/11,employed,urban,single,28.0,78.0,3.0,personal l3,offer4,agent,medsize,a
789,north west,m,high school or below,4942.87,82093.0,62.0,0,personal auto,four-door car,266.93,no,basic,1/23/11,employed,urban,divorced,17.0,3.0,3.0,personal l2,offer2,branch,medsize,
790,central,f,bachelor,2833.98,94812.0,70.0,0,personal auto,four-door car,121.03,no,basic,2/7/11,employed,rural,married,11.0,40.0,1.0,personal l3,offer2,branch,medsize,a
791,north west,m,bachelor,10845.74,27279.0,137.0,0,personal auto,suv,770.23,no,extended,2/11/11,employed,suburban,married,30.0,77.0,5.0,personal l1,offer1,branch,medsize,
792,west region,f,master,2725.36,36650.0,69.0,1,personal auto,four-door car,56.6,yes,basic,1/3/11,employed,rural,married,2.0,70.0,1.0,personal l2,offer2,web,large,a
793,west region,m,college,2188.66,38144.0,67.0,1,personal auto,four-door car,321.6,no,basic,1/9/11,unemployed,suburban,single,29.0,49.0,1.0,personal l3,offer3,branch,medsize,a
794,north west,f,doctor,6162.2,80590.0,76.0,0,corporate auto,four-door car,104.07,no,extended,1/10/11,employed,rural,married,26.0,4.0,3.0,corporate l3,offer4,agent,medsize,a
795,west region,m,high school or below,2227.07,27972.0,61.0,0,corporate auto,four-door car,292.8,yes,basic,1/5/11,retired,suburban,married,7.0,38.0,1.0,corporate l3,offer3,web,medsize,a
796,west region,m,master,13955.57,90279.0,115.0,0,personal auto,suv,372.18,no,basic,1/2/11,employed,urban,divorced,7.0,64.0,2.0,personal l1,offer3,call center,medsize,a
797,west region,f,high school or below,5765.5,57846.0,73.0,1,personal auto,four-door car,481.01,no,basic,1/13/11,employed,suburban,single,7.0,42.0,3.0,personal l1,offer1,agent,medsize,a
798,west region,f,master,2611.13,90349.0,64.0,0,personal auto,four-door car,435.72,no,basic,2/20/11,employed,suburban,divorced,31.0,77.0,1.0,personal l3,offer4,branch,medsize,
799,north west,m,bachelor,12168.74,14973.0,115.0,0,personal auto,suv,828.0,yes,basic,2/5/11,retired,suburban,divorced,2.0,75.0,2.0,personal l1,offer1,branch,medsize,a
800,west region,m,high school or below,3420.45,38144.0,92.0,0,personal auto,four-door car,441.6,no,extended,1/13/11,unemployed,suburban,married,2.0,38.0,1.0,personal l2,offer4,web,small,
801,north west,m,college,8272.33,96689.0,103.0,0,personal auto,sports car,37.8,no,basic,1/8/11,employed,rural,married,34.0,80.0,5.0,personal l2,offer1,agent,medsize,a
802,central,f,college,2719.51,14030.0,72.0,0,personal auto,two-door car,345.6,yes,basic,1/24/11,retired,suburban,married,11.0,3.0,1.0,personal l2,offer2,branch,large,
803,central,m,college,11658.6,19851.0,102.0,0,personal auto,sports car,220.04,no,basic,1/19/11,disabled,rural,married,33.0,51.0,2.0,personal l3,offer1,branch,small,
804,central,f,master,4554.56,85140.0,118.0,4,personal auto,suv,88.18,no,basic,2/8/11,employed,rural,single,7.0,11.0,1.0,personal l3,offer1,branch,medsize,a
805,west region,m,high school or below,8991.12,38144.0,127.0,0,personal auto,sports car,1176.29,no,extended,1/25/11,unemployed,suburban,single,29.0,25.0,4.0,personal l3,offer2,call center,large,a
806,west region,m,bachelor,6185.1,38144.0,92.0,0,personal auto,two-door car,1027.18,no,extended,2/25/11,unemployed,suburban,single,8.0,28.0,3.0,personal l3,offer1,branch,small,
807,north west,f,bachelor,5132.68,38144.0,73.0,0,personal auto,four-door car,525.6,no,basic,2/18/11,unemployed,suburban,single,21.0,31.0,3.0,personal l2,offer1,branch,medsize,
808,north west,m,bachelor,3915.8,38144.0,109.0,0,personal auto,suv,784.8,no,basic,1/24/11,unemployed,suburban,single,2.0,86.0,1.0,personal l2,offer1,call center,large,
809,north west,f,college,7974.95,26118.0,101.0,0,personal auto,four-door car,484.8,no,premium,2/18/11,employed,suburban,divorced,30.0,2.0,9.0,personal l3,offer1,agent,medsize,
810,central,m,high school or below,27990.36,22971.0,101.0,0,personal auto,suv,562.02,no,basic,1/24/11,employed,suburban,married,24.0,8.0,2.0,personal l3,offer2,web,medsize,a
811,north west,m,bachelor,15304.52,40269.0,193.0,0,personal auto,luxury suv,926.4,no,basic,2/10/11,employed,suburban,married,32.0,27.0,3.0,personal l1,offer3,agent,small,
812,east,f,bachelor,7255.95,88891.0,89.0,0,personal auto,four-door car,50.53,no,extended,2/5/11,employed,rural,married,17.0,56.0,3.0,personal l2,offer1,branch,medsize,
813,east,f,bachelor,2911.92,20327.0,74.0,0,personal auto,four-door car,824.25,no,basic,1/11/11,employed,suburban,married,26.0,44.0,1.0,personal l1,offer3,web,medsize,a
814,nan,f,master,5181.62,97131.0,64.0,0,personal auto,four-door car,307.2,,basic,2/3/11,employed,suburban,married,5.0,80.0,6.0,personal l1,offer2,agent,small,a
815,west region,f,college,3210.14,23554.0,86.0,0,corporate auto,four-door car,412.8,no,extended,1/30/11,medical leave,suburban,divorced,7.0,17.0,1.0,corporate l3,offer4,web,small,
816,east,f,college,4502.98,38144.0,64.0,0,personal auto,two-door car,307.2,no,basic,2/9/11,unemployed,suburban,single,29.0,72.0,6.0,personal l2,offer1,agent,large,
817,central,m,college,6042.91,25899.0,79.0,0,personal auto,two-door car,568.8,no,extended,2/5/11,employed,suburban,divorced,10.0,11.0,8.0,personal l3,offer4,branch,medsize,a
818,west region,f,high school or below,4887.34,66707.0,61.0,0,personal auto,two-door car,71.98,no,basic,2/26/11,employed,rural,married,19.0,24.0,8.0,personal l3,offer4,agent,large,
819,north west,m,bachelor,23594.68,76358.0,66.0,0,corporate auto,four-door car,86.46,yes,basic,1/31/11,employed,rural,married,25.0,3.0,2.0,corporate l1,offer3,agent,medsize,a
820,north west,m,college,25581.61,27961.0,72.0,0,personal auto,two-door car,345.6,no,basic,1/13/11,employed,suburban,married,15.0,64.0,2.0,personal l3,offer1,agent,small,
821,central,f,bachelor,8650.0,38144.0,115.0,0,special auto,four-door car,824.6,no,premium,1/21/11,unemployed,suburban,married,0.0,3.0,3.0,special l1,offer1,branch,small,a
822,west region,m,high school or below,7988.51,58268.0,67.0,0,corporate auto,two-door car,228.64,no,basic,2/4/11,employed,urban,married,12.0,82.0,2.0,corporate l3,offer1,agent,medsize,a
823,central,f,bachelor,7284.36,67780.0,92.0,0,personal auto,four-door car,601.46,no,extended,1/6/11,employed,suburban,divorced,0.0,72.0,3.0,personal l2,offer3,call center,small,
824,west region,m,master,3373.87,28989.0,85.0,0,personal auto,four-door car,408.0,no,extended,1/22/11,employed,suburban,married,12.0,7.0,1.0,personal l2,offer2,call center,medsize,a
825,north west,f,college,5631.45,17291.0,73.0,0,personal auto,four-door car,350.4,no,basic,1/3/11,medical leave,suburban,married,3.0,25.0,5.0,personal l2,offer1,agent,medsize,a
826,west region,f,college,4625.55,66670.0,114.0,0,personal auto,suv,518.18,no,basic,2/28/11,employed,urban,married,23.0,6.0,1.0,personal l3,offer3,agent,medsize,a
827,east,m,bachelor,2402.33,46210.0,61.0,3,personal auto,two-door car,439.2,no,basic,1/26/11,employed,suburban,married,24.0,44.0,1.0,personal l3,offer2,branch,medsize,
828,north west,f,high school or below,19253.03,39895.0,160.0,0,personal auto,suv,765.59,no,premium,2/7/11,employed,urban,married,32.0,45.0,2.0,personal l3,offer3,agent,small,
829,central,f,college,4834.71,38713.0,66.0,4,personal auto,,316.8,yes,basic,1/31/11,employed,suburban,divorced,31.0,69.0,6.0,personal l3,offer2,call center,,a
830,central,f,high school or below,4961.57,20951.0,65.0,0,personal auto,four-door car,312.0,no,basic,2/5/11,employed,suburban,single,2.0,50.0,5.0,personal l1,offer2,branch,small,
831,west region,m,bachelor,7417.41,67454.0,185.0,0,personal auto,luxury car,1332.0,no,basic,1/22/11,employed,suburban,married,3.0,71.0,1.0,personal l1,offer2,agent,large,
832,west region,f,college,5155.53,77857.0,64.0,0,personal auto,four-door car,160.63,no,basic,1/18/11,employed,rural,married,0.0,99.0,9.0,personal l3,offer1,agent,small,
833,north west,m,doctor,10972.07,24164.0,137.0,0,personal auto,sports car,657.6,yes,extended,1/18/11,employed,suburban,divorced,2.0,40.0,5.0,personal l1,offer2,agent,medsize,a
834,west region,f,high school or below,6153.39,23939.0,160.0,1,personal auto,suv,768.0,no,premium,1/19/11,disabled,suburban,married,33.0,78.0,1.0,personal l2,offer1,call center,medsize,a
835,central,m,high school or below,22315.06,38144.0,67.0,0,personal auto,four-door car,482.4,no,basic,2/18/11,unemployed,suburban,single,33.0,54.0,2.0,personal l3,offer1,branch,medsize,
836,north west,f,high school or below,7109.34,92423.0,88.0,0,personal auto,four-door car,404.24,no,extended,1/21/11,employed,urban,married,5.0,79.0,6.0,personal l1,offer2,branch,medsize,
837,west region,f,college,30475.78,97298.0,128.0,0,personal auto,sports car,48.52,no,extended,1/30/11,employed,rural,single,16.0,38.0,2.0,personal l3,offer4,web,medsize,a
838,north west,f,college,5674.14,65775.0,72.0,0,personal auto,four-door car,171.43,no,basic,1/23/11,employed,rural,divorced,16.0,98.0,4.0,personal l2,offer2,agent,medsize,a
839,west region,f,bachelor,4799.62,38144.0,65.0,0,personal auto,two-door car,312.0,no,basic,1/24/11,unemployed,suburban,married,11.0,25.0,4.0,personal l3,offer1,agent,small,
840,west region,f,college,8002.31,38144.0,107.0,0,personal auto,suv,513.6,yes,basic,1/11/11,unemployed,suburban,married,3.0,65.0,3.0,personal l1,offer1,agent,medsize,
841,central,m,high school or below,3677.78,32314.0,92.0,0,personal auto,four-door car,662.4,no,extended,1/16/11,employed,suburban,married,7.0,80.0,1.0,personal l1,offer2,agent,medsize,a
842,west region,m,master,5067.51,74919.0,63.0,0,personal auto,four-door car,206.24,no,basic,2/7/11,employed,urban,married,10.0,31.0,9.0,personal l2,offer2,branch,medsize,
843,west region,m,college,11701.07,32435.0,297.0,0,personal auto,luxury car,1767.35,no,premium,1/5/11,employed,suburban,married,24.0,68.0,1.0,personal l1,offer1,agent,medsize,
844,north west,m,bachelor,2500.83,25899.0,63.0,0,personal auto,four-door car,302.4,no,basic,2/21/11,employed,suburban,married,20.0,36.0,1.0,personal l1,offer3,agent,medsize,a
845,west region,m,college,3230.58,62873.0,81.0,0,personal auto,four-door car,207.75,yes,extended,1/5/11,employed,urban,divorced,0.0,41.0,1.0,personal l2,offer2,call center,medsize,a
846,central,f,high school or below,5807.99,70717.0,72.0,0,personal auto,two-door car,37.29,no,basic,2/4/11,employed,rural,married,20.0,89.0,5.0,personal l1,offer2,call center,medsize,
847,east,f,high school or below,2886.45,10312.0,78.0,0,personal auto,four-door car,486.28,yes,extended,1/20/11,retired,suburban,married,10.0,63.0,1.0,personal l3,offer2,agent,large,a
848,nan,f,college,4298.66,76778.0,107.0,1,personal auto,suv,500.67,,basic,1/28/11,employed,urban,married,31.0,46.0,1.0,personal l3,offer1,agent,small,a
849,north west,f,college,2660.01,38144.0,73.0,0,personal auto,four-door car,350.4,no,basic,2/25/11,unemployed,suburban,single,18.0,61.0,1.0,personal l1,offer1,call center,medsize,
850,north west,f,high school or below,10083.49,11828.0,90.0,0,corporate auto,four-door car,571.48,yes,extended,2/19/11,retired,suburban,divorced,18.0,84.0,2.0,corporate l1,offer1,agent,large,
851,north west,m,high school or below,28511.03,27607.0,104.0,0,corporate auto,four-door car,640.58,no,premium,2/21/11,employed,suburban,married,15.0,56.0,2.0,corporate l1,offer4,agent,medsize,a
852,west region,f,high school or below,7432.2,38144.0,102.0,0,corporate auto,suv,1037.27,no,basic,2/13/11,unemployed,suburban,single,16.0,34.0,5.0,corporate l3,offer2,call center,medsize,a
853,north west,m,bachelor,6057.07,27681.0,83.0,0,personal auto,two-door car,398.4,yes,extended,2/14/11,retired,suburban,married,13.0,62.0,9.0,personal l3,offer2,agent,medsize,
854,west region,f,college,7200.66,38144.0,66.0,0,corporate auto,four-door car,316.8,yes,basic,1/26/11,unemployed,suburban,married,16.0,77.0,2.0,corporate l2,offer2,agent,medsize,
855,north west,f,college,9206.43,55542.0,117.0,0,personal auto,sports car,310.65,no,basic,1/23/11,employed,urban,single,1.0,76.0,5.0,personal l3,offer1,web,medsize,
856,central,f,high school or below,11260.9,88304.0,95.0,0,personal auto,four-door car,276.47,no,extended,1/31/11,employed,urban,single,2.0,17.0,2.0,personal l3,offer2,branch,large,
857,east,f,college,5256.92,77693.0,65.0,0,personal auto,four-door car,225.05,no,basic,2/4/11,employed,urban,married,30.0,15.0,7.0,personal l1,offer2,call center,medsize,
858,north west,f,bachelor,4726.87,13037.0,124.0,0,personal auto,suv,839.35,yes,extended,1/10/11,medical leave,suburban,married,28.0,49.0,1.0,personal l1,offer2,agent,small,a
859,central,f,college,3808.12,94903.0,94.0,0,corporate auto,two-door car,451.2,yes,extended,1/28/11,employed,suburban,married,3.0,38.0,1.0,corporate l2,offer2,agent,small,
860,central,m,bachelor,9788.71,31930.0,83.0,0,personal auto,four-door car,37.7,no,extended,2/28/11,employed,rural,married,19.0,30.0,2.0,personal l3,offer1,branch,medsize,a
861,central,f,college,4349.31,75648.0,108.0,0,corporate auto,suv,112.66,yes,basic,2/10/11,employed,rural,married,28.0,10.0,1.0,corporate l3,offer2,branch,large,a
862,central,m,master,2551.23,79751.0,63.0,0,personal auto,two-door car,392.24,yes,basic,1/19/11,employed,suburban,married,15.0,67.0,1.0,personal l1,offer3,web,small,a
863,east,f,master,13411.31,26140.0,112.0,0,personal auto,suv,229.71,no,basic,2/6/11,employed,rural,married,11.0,50.0,2.0,personal l3,offer2,agent,medsize,a
864,central,m,bachelor,5452.17,88567.0,67.0,0,personal auto,,321.6,no,basic,2/1/11,employed,suburban,married,9.0,89.0,9.0,personal l2,offer1,web,,a
865,west region,f,high school or below,3731.5,38144.0,96.0,0,personal auto,four-door car,460.8,yes,extended,2/24/11,unemployed,suburban,married,31.0,34.0,1.0,personal l1,offer1,agent,large,a
866,central,m,master,2635.51,77350.0,66.0,0,personal auto,four-door car,316.8,no,basic,1/6/11,employed,suburban,divorced,11.0,4.0,1.0,personal l1,offer4,branch,medsize,a
867,west region,m,bachelor,3732.35,35461.0,95.0,1,corporate auto,four-door car,9.21,no,extended,2/10/11,employed,rural,married,26.0,57.0,1.0,corporate l3,offer1,agent,medsize,a
868,central,f,college,2590.65,25981.0,65.0,0,personal auto,two-door car,77.55,no,basic,2/21/11,employed,rural,married,33.0,38.0,1.0,personal l3,offer1,agent,large,a
869,west region,f,bachelor,11378.89,34854.0,95.0,0,corporate auto,four-door car,456.0,no,extended,1/7/11,employed,suburban,married,35.0,50.0,2.0,corporate l2,offer2,call center,medsize,
870,north west,f,master,18948.35,38144.0,124.0,0,personal auto,suv,595.2,no,extended,1/28/11,unemployed,suburban,married,13.0,70.0,2.0,personal l3,offer1,branch,medsize,
871,central,m,master,2635.51,77350.0,66.0,0,personal auto,,316.8,no,basic,1/6/11,employed,suburban,divorced,11.0,4.0,1.0,personal l1,offer4,branch,,
872,west region,m,bachelor,4929.55,25632.0,63.0,0,personal auto,two-door car,351.27,yes,basic,1/26/11,employed,suburban,married,27.0,52.0,7.0,personal l2,offer2,call center,medsize,
873,west region,f,master,14723.41,38401.0,92.0,0,corporate auto,four-door car,441.6,no,extended,1/13/11,employed,suburban,married,17.0,62.0,2.0,corporate l1,offer1,agent,medsize,a
874,west region,m,bachelor,7163.8,44527.0,94.0,2,personal auto,four-door car,286.96,no,extended,2/3/11,employed,urban,married,20.0,91.0,5.0,personal l3,offer1,call center,large,a
875,nan,m,college,8658.86,62464.0,109.0,0,corporate auto,sports car,400.18,,basic,2/7/11,employed,urban,married,23.0,45.0,4.0,corporate l1,offer2,agent,medsize,
876,north west,m,bachelor,11044.11,44524.0,70.0,0,personal auto,four-door car,200.77,no,basic,2/4/11,employed,urban,married,28.0,42.0,2.0,personal l3,offer4,web,medsize,
877,west region,f,college,2903.94,67763.0,73.0,1,personal auto,,59.86,no,basic,1/12/11,employed,rural,married,17.0,69.0,1.0,personal l3,offer1,agent,,a
878,west region,f,high school or below,41787.9,46587.0,119.0,2,personal auto,four-door car,571.2,yes,premium,1/31/11,employed,suburban,divorced,34.0,74.0,2.0,personal l3,offer1,call center,medsize,a
879,central,f,college,4834.71,38713.0,66.0,4,personal auto,four-door car,316.8,yes,basic,1/31/11,employed,suburban,divorced,31.0,69.0,6.0,personal l3,offer2,call center,medsize,a
880,central,m,high school or below,5091.1,20244.0,65.0,0,personal auto,four-door car,312.0,no,basic,1/9/11,employed,suburban,married,6.0,42.0,8.0,personal l3,offer3,branch,medsize,
